"Plot Title: Tank3"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 10187925, SEN S/N: 10187925, LBL: Degrees Celsius)","Intensity, Lux (LGR S/N: 10187925, SEN S/N: 10187925, LBL: Lux)","End Of File (LGR S/N: 10187925)"
1,07/04/18 10:04:52 AM,,,Logged
