#,Light
1,484.4
2,473.6
3,398.3
4,387.5
5,387.5
6,355.2
7,333.7
8,344.4
9,344.4
10,355.2
11,376.7
12,366
13,312.2
14,279.9
15,247.6
16,204.5
17,183
18,161.5
19,129.2
20,107.6
21,86.1
22,75.3
23,64.6
24,53.8
25,32.3
26,21.5
27,10.8
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,10.8
151,10.8
152,10.8
153,21.5
154,10.8
155,21.5
156,43.1
157,53.8
158,53.8
159,53.8
160,64.6
161,64.6
162,75.3
163,75.3
164,118.4
165,150.7
166,139.9
167,129.2
168,139.9
169,193.8
170,258.3
171,290.6
172,333.7
173,355.2
174,322.9
175,333.7
176,398.3
177,312.2
178,473.6
179,484.4
180,495.1
181,484.4
182,527.4
183,419.8
184,613.5
185,678.1
186,667.4
187,656.6
188,721.2
189,775
190,785.8
191,775
192,731.9
193,688.9
194,624.3
195,645.8
196,807.3
197,990.3
198,1097.9
199,1130.2
200,1130.2
201,1141
202,1087.2
203,1162.5
204,1345.5
205,1302.4
206,1377.8
207,1108.7
208,1087.2
209,1130.2
210,1205.6
211,1259.4
212,1216.3
213,1087.2
214,1065.6
215,1033.3
216,1033.3
217,1054.9
218,1227.1
219,1324
220,1377.8
221,1463.9
222,1194.8
223,1722.2
224,1463.9
225,1636.1
226,1291.7
227,1463.9
228,1216.3
229,1345.5
230,1345.5
231,1463.9
232,1722.2
233,1259.4
234,1205.6
235,1313.2
236,1894.5
237,1550
238,1463.9
239,1162.5
240,1087.2
241,1463.9
242,1722.2
243,1463.9
244,1184
245,947.2
246,904.2
247,818.1
248,721.2
249,656.6
250,667.4
251,721.2
252,721.2
253,699.7
254,645.8
255,635.1
256,667.4
257,699.7
