Date,Time,Sample.ID,Type,Quadrat,Experimental.Stage,Treatment,Temperature,Light,pH,Salinity,Conductivity,Initials,Notes
20180831,13:02,Tank5,Tank,2,planulation.period,Ambient,29.32,233,NA,NA,NA,VS,Took out two fiber glass tanks
20180831,13:01,Tank7,Tank,1,planulation.period,Hot,31.33,1101,NA,NA,NA,VS,Took out two fiber glass tanks
20180831,13:00,Tank7,Tank,2,planulation.period,Hot,31.34,933,NA,NA,NA,VS,Took out two fiber glass tanks
20180801,13:03,Tank5,Tank,1,planulation.period,Ambient,29.49,80,NA,NA,NA,VS,Took out two fiber glass tanks
20180801,13:02,Tank5,Tank,2,planulation.period,Ambient,29.4,70,NA,NA,NA,VS,Took out two fiber glass tanks
20180801,13:02,Tank7,Tank,1,planulation.period,Hot,31.29,71,NA,NA,NA,VS,Took out two fiber glass tanks
20180801,13:01,Tank7,Tank,2,planulation.period,Hot,31.41,78,NA,NA,NA,VS,Took out two fiber glass tanks
20180801,19:45,Tank5,Tank,1,planulation.period,Ambient,29.25,22,NA,NA,NA,VS,Took out two fiber glass tanks
20180801,19:45,Tank5,Tank,2,planulation.period,Ambient,29.22,21,NA,NA,NA,VS,Took out two fiber glass tanks
20180801,19:46,Tank7,Tank,1,planulation.period,Hot,31.33,18,NA,NA,NA,VS,Took out two fiber glass tanks
20180801,19:46,Tank7,Tank,2,planulation.period,Hot,31.31,19,NA,NA,NA,VS,Took out two fiber glass tanks
20180802,14:48,Tank5,Tank,1,planulation.period,Ambient,30.36,475,NA,NA,NA,VS,
20180802,14:48,Tank5,Tank,2,planulation.period,Ambient,30.35,380,NA,NA,NA,VS,
20180802,14:48,Tank7,Tank,1,planulation.period,Hot,32.86,311,NA,NA,NA,VS,
20180802,14:48,Tank7,Tank,2,planulation.period,Hot,32.88,274,NA,NA,NA,VS,
20180802,19:05,Tank5,Tank,1,planulation.period,Ambient,29.96,5,NA,NA,NA,VS,
20180802,19:05,Tank5,Tank,2,planulation.period,Ambient,29.98,3,NA,NA,NA,VS,
20180802,19:05,Tank7,Tank,1,planulation.period,Hot,32.4,4,NA,NA,NA,VS,
20180802,19:05,Tank7,Tank,2,planulation.period,Hot,32.42,4,NA,NA,NA,VS,
20180802,19:14,Jug1,Jug,1,planulation.period,Ambient,29.62,6,NA,NA,NA,VS,
20180802,19:14,Jug2,Jug,1,planulation.period,Ambient,29.33,5,NA,NA,NA,VS,
20180802,19:14,Jug3,Jug,1,planulation.period,Ambient,29.77,5,NA,NA,NA,VS,
20180802,19:14,Jug4,Jug,1,planulation.period,Ambient,29.51,6,NA,NA,NA,VS,
20180802,19:14,Jug5,Jug,1,planulation.period,Ambient,29.35,3,NA,NA,NA,VS,
20180802,19:14,Jug6,Jug,1,planulation.period,Hot,30.36,6,NA,NA,NA,VS,
20180802,19:14,Jug7,Jug,1,planulation.period,Hot,30.61,3,NA,NA,NA,VS,
20180802,19:14,Jug8,Jug,1,planulation.period,Hot,30.69,4,NA,NA,NA,VS,
20180802,19:14,Jug9,Jug,1,planulation.period,Hot,31.01,3,NA,NA,NA,VS,
20180802,19:14,Jug10,Jug,1,planulation.period,Hot,30.72,5,NA,NA,NA,VS,
