"Plot Title: Tank6"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 10566972, SEN S/N: 10566972, LBL: Celsius)","Coupler Detached (LGR S/N: 10566972)","Coupler Attached (LGR S/N: 10566972)","Host Connected (LGR S/N: 10566972)","Stopped (LGR S/N: 10566972)","End Of File (LGR S/N: 10566972)"
110,07/19/18 02:05:00 AM,29.690,,,,,
111,07/19/18 02:10:00 AM,29.690,,,,,
112,07/19/18 02:15:00 AM,29.665,,,,,
113,07/19/18 02:20:00 AM,29.665,,,,,
114,07/19/18 02:25:00 AM,29.665,,,,,
115,07/19/18 02:30:00 AM,29.640,,,,,
116,07/19/18 02:35:00 AM,29.640,,,,,
117,07/19/18 02:40:00 AM,29.640,,,,,
118,07/19/18 02:45:00 AM,29.640,,,,,
119,07/19/18 02:50:00 AM,29.640,,,,,
120,07/19/18 02:55:00 AM,29.615,,,,,
121,07/19/18 03:00:00 AM,29.615,,,,,
122,07/19/18 03:05:00 AM,29.615,,,,,
123,07/19/18 03:10:00 AM,29.615,,,,,
124,07/19/18 03:15:00 AM,29.590,,,,,
125,07/19/18 03:20:00 AM,29.590,,,,,
126,07/19/18 03:25:00 AM,29.590,,,,,
127,07/19/18 03:30:00 AM,29.565,,,,,
128,07/19/18 03:35:00 AM,29.590,,,,,
129,07/19/18 03:40:00 AM,29.590,,,,,
130,07/19/18 03:45:00 AM,29.590,,,,,
131,07/19/18 03:50:00 AM,29.590,,,,,
132,07/19/18 03:55:00 AM,29.590,,,,,
133,07/19/18 04:00:00 AM,29.590,,,,,
134,07/19/18 04:05:00 AM,29.590,,,,,
135,07/19/18 04:10:00 AM,29.615,,,,,
136,07/19/18 04:15:00 AM,29.615,,,,,
137,07/19/18 04:20:00 AM,29.590,,,,,
138,07/19/18 04:25:00 AM,29.615,,,,,
139,07/19/18 04:30:00 AM,29.615,,,,,
140,07/19/18 04:35:00 AM,29.615,,,,,
141,07/19/18 04:40:00 AM,29.615,,,,,
142,07/19/18 04:45:00 AM,29.615,,,,,
143,07/19/18 04:50:00 AM,29.615,,,,,
144,07/19/18 04:55:00 AM,29.615,,,,,
145,07/19/18 05:00:00 AM,29.615,,,,,
146,07/19/18 05:05:00 AM,29.615,,,,,
147,07/19/18 05:10:00 AM,29.615,,,,,
148,07/19/18 05:15:00 AM,29.615,,,,,
149,07/19/18 05:20:00 AM,29.615,,,,,
150,07/19/18 05:25:00 AM,29.615,,,,,
151,07/19/18 05:30:00 AM,29.590,,,,,
152,07/19/18 05:35:00 AM,29.590,,,,,
153,07/19/18 05:40:00 AM,29.590,,,,,
154,07/19/18 05:45:00 AM,29.590,,,,,
155,07/19/18 05:50:00 AM,29.590,,,,,
156,07/19/18 05:55:00 AM,29.590,,,,,
157,07/19/18 06:00:00 AM,29.590,,,,,
158,07/19/18 06:05:00 AM,29.590,,,,,
159,07/19/18 06:10:00 AM,29.565,,,,,
160,07/19/18 06:15:00 AM,29.565,,,,,
161,07/19/18 06:20:00 AM,29.565,,,,,
162,07/19/18 06:25:00 AM,29.565,,,,,
163,07/19/18 06:30:00 AM,29.540,,,,,
164,07/19/18 06:35:00 AM,29.565,,,,,
165,07/19/18 06:40:00 AM,29.565,,,,,
166,07/19/18 06:45:00 AM,29.565,,,,,
167,07/19/18 06:50:00 AM,29.565,,,,,
168,07/19/18 06:55:00 AM,29.565,,,,,
169,07/19/18 07:00:00 AM,29.565,,,,,
170,07/19/18 07:05:00 AM,29.565,,,,,
171,07/19/18 07:10:00 AM,29.565,,,,,
172,07/19/18 07:15:00 AM,29.565,,,,,
173,07/19/18 07:20:00 AM,29.565,,,,,
174,07/19/18 07:25:00 AM,29.565,,,,,
175,07/19/18 07:30:00 AM,29.540,,,,,
176,07/19/18 07:35:00 AM,29.565,,,,,
177,07/19/18 07:40:00 AM,29.565,,,,,
178,07/19/18 07:45:00 AM,29.565,,,,,
179,07/19/18 07:50:00 AM,29.565,,,,,
180,07/19/18 07:55:00 AM,29.540,,,,,
181,07/19/18 08:00:00 AM,29.540,,,,,
182,07/19/18 08:05:00 AM,29.540,,,,,
183,07/19/18 08:10:00 AM,29.565,,,,,
184,07/19/18 08:15:00 AM,29.540,,,,,
185,07/19/18 08:20:00 AM,29.565,,,,,
186,07/19/18 08:25:00 AM,29.565,,,,,
187,07/19/18 08:30:00 AM,29.615,,,,,
188,07/19/18 08:35:00 AM,29.665,,,,,
189,07/19/18 08:40:00 AM,29.715,,,,,
190,07/19/18 08:45:00 AM,29.715,,,,,
191,07/19/18 08:50:00 AM,29.665,,,,,
192,07/19/18 08:55:00 AM,29.640,,,,,
193,07/19/18 09:00:00 AM,29.640,,,,,
194,07/19/18 09:05:00 AM,29.640,,,,,
195,07/19/18 09:10:00 AM,29.640,,,,,
196,07/19/18 09:15:00 AM,29.640,,,,,
197,07/19/18 09:20:00 AM,29.640,,,,,
198,07/19/18 09:25:00 AM,29.665,,,,,
199,07/19/18 09:30:00 AM,29.665,,,,,
200,07/19/18 09:35:00 AM,29.665,,,,,
201,07/19/18 09:40:00 AM,29.665,,,,,
202,07/19/18 09:45:00 AM,29.690,,,,,
203,07/19/18 09:50:00 AM,29.715,,,,,
204,07/19/18 09:55:00 AM,29.740,,,,,
205,07/19/18 10:00:00 AM,29.765,,,,,
206,07/19/18 10:05:00 AM,29.790,,,,,
207,07/19/18 10:10:00 AM,29.815,,,,,
208,07/19/18 10:15:00 AM,29.840,,,,,
209,07/19/18 10:20:00 AM,29.840,,,,,
210,07/19/18 10:25:00 AM,29.865,,,,,
211,07/19/18 10:30:00 AM,29.890,,,,,
212,07/19/18 10:35:00 AM,29.941,,,,,
213,07/19/18 10:40:00 AM,29.966,,,,,
214,07/19/18 10:45:00 AM,29.941,,,,,
215,07/19/18 10:50:00 AM,29.941,,,,,
216,07/19/18 10:55:00 AM,29.941,,,,,
217,07/19/18 11:00:00 AM,29.966,,,,,
218,07/19/18 11:05:00 AM,29.991,,,,,
219,07/19/18 11:10:00 AM,29.966,,,,,
220,07/19/18 11:15:00 AM,29.991,,,,,
221,07/19/18 11:20:00 AM,30.016,,,,,
222,07/19/18 11:25:00 AM,30.016,,,,,
223,07/19/18 11:30:00 AM,30.041,,,,,
224,07/19/18 11:35:00 AM,30.066,,,,,
225,07/19/18 11:40:00 AM,30.066,,,,,
226,07/19/18 11:45:00 AM,30.066,,,,,
227,07/19/18 11:50:00 AM,30.117,,,,,
228,07/19/18 11:55:00 AM,30.117,,,,,
229,07/19/18 12:00:00 PM,30.117,,,,,
230,07/19/18 12:05:00 PM,30.192,,,,,
231,07/19/18 12:10:00 PM,30.192,,,,,
232,07/19/18 12:15:00 PM,30.268,,,,,
233,07/19/18 12:20:00 PM,30.217,,,,,
234,07/19/18 12:25:00 PM,30.217,,,,,
235,07/19/18 12:30:00 PM,30.217,,,,,
236,07/19/18 12:35:00 PM,30.192,,,,,
237,07/19/18 12:40:00 PM,30.243,,,,,
238,07/19/18 12:45:00 PM,30.217,,,,,
239,07/19/18 12:50:00 PM,30.243,,,,,
240,07/19/18 12:55:00 PM,30.243,,,,,
241,07/19/18 01:00:00 PM,30.293,,,,,
242,07/19/18 01:05:00 PM,30.293,,,,,
243,07/19/18 01:10:00 PM,30.293,,,,,
244,07/19/18 01:15:00 PM,30.293,,,,,
245,07/19/18 01:20:00 PM,30.268,,,,,
246,07/19/18 01:25:00 PM,30.243,,,,,
247,07/19/18 01:30:00 PM,30.243,,,,,
248,07/19/18 01:35:00 PM,30.243,,,,,
249,07/19/18 01:40:00 PM,27.974,,,,,
250,07/19/18 01:43:24 PM,,,Logged,,,
251,07/19/18 01:43:25 PM,,,,Logged,,
252,07/19/18 01:43:31 PM,,,,,Logged,Logged
